WL,WINC,win_per_trial,train_acc,test_acc,note
680,56,-3,,,SKIP: win_per_trial <= 0
680,61,-2,,,SKIP: win_per_trial <= 0
680,66,-2,,,SKIP: win_per_trial <= 0
680,71,-1,,,SKIP: win_per_trial <= 0
680,76,-1,,,SKIP: win_per_trial <= 0
680,81,-1,,,SKIP: win_per_trial <= 0
680,86,-1,,,SKIP: win_per_trial <= 0
680,91,-1,,,SKIP: win_per_trial <= 0
680,96,-1,,,SKIP: win_per_trial <= 0
700,1,-199,,,SKIP: win_per_trial <= 0
700,6,-32,,,SKIP: win_per_trial <= 0
700,11,-17,,,SKIP: win_per_trial <= 0
700,16,-11,,,SKIP: win_per_trial <= 0
700,21,-9,,,SKIP: win_per_trial <= 0
700,26,-6,,,SKIP: win_per_trial <= 0
700,31,-5,,,SKIP: win_per_trial <= 0
700,36,-5,,,SKIP: win_per_trial <= 0
700,41,-4,,,SKIP: win_per_trial <= 0
700,46,-4,,,SKIP: win_per_trial <= 0
700,51,-3,,,SKIP: win_per_trial <= 0
700,56,-3,,,SKIP: win_per_trial <= 0
700,61,-2,,,SKIP: win_per_trial <= 0
700,66,-2,,,SKIP: win_per_trial <= 0
700,71,-1,,,SKIP: win_per_trial <= 0
700,76,-2,,,SKIP: win_per_trial <= 0
700,81,-1,,,SKIP: win_per_trial <= 0
700,86,-2,,,SKIP: win_per_trial <= 0
700,91,-1,,,SKIP: win_per_trial <= 0
700,96,-1,,,SKIP: win_per_trial <= 0
720,1,-219,,,SKIP: win_per_trial <= 0
720,6,-36,,,SKIP: win_per_trial <= 0
720,11,-19,,,SKIP: win_per_trial <= 0
720,16,-13,,,SKIP: win_per_trial <= 0
720,21,-10,,,SKIP: win_per_trial <= 0
720,26,-7,,,SKIP: win_per_trial <= 0
720,31,-6,,,SKIP: win_per_trial <= 0
720,36,-6,,,SKIP: win_per_trial <= 0
720,41,-4,,,SKIP: win_per_trial <= 0
720,46,-4,,,SKIP: win_per_trial <= 0
720,51,-4,,,SKIP: win_per_trial <= 0
720,56,-3,,,SKIP: win_per_trial <= 0
720,61,-2,,,SKIP: win_per_trial <= 0
720,66,-2,,,SKIP: win_per_trial <= 0
720,71,-2,,,SKIP: win_per_trial <= 0
720,76,-2,,,SKIP: win_per_trial <= 0
720,81,-1,,,SKIP: win_per_trial <= 0
720,86,-2,,,SKIP: win_per_trial <= 0
720,91,-1,,,SKIP: win_per_trial <= 0
720,96,-1,,,SKIP: win_per_trial <= 0
740,1,-239,,,SKIP: win_per_trial <= 0
740,6,-39,,,SKIP: win_per_trial <= 0
740,11,-21,,,SKIP: win_per_trial <= 0
740,16,-14,,,SKIP: win_per_trial <= 0
740,21,-11,,,SKIP: win_per_trial <= 0
740,26,-8,,,SKIP: win_per_trial <= 0
740,31,-6,,,SKIP: win_per_trial <= 0
740,36,-6,,,SKIP: win_per_trial <= 0
740,41,-5,,,SKIP: win_per_trial <= 0
740,46,-5,,,SKIP: win_per_trial <= 0
740,51,-4,,,SKIP: win_per_trial <= 0
740,56,-4,,,SKIP: win_per_trial <= 0
740,61,-3,,,SKIP: win_per_trial <= 0
740,66,-3,,,SKIP: win_per_trial <= 0
740,71,-2,,,SKIP: win_per_trial <= 0
740,76,-2,,,SKIP: win_per_trial <= 0
740,81,-2,,,SKIP: win_per_trial <= 0
740,86,-2,,,SKIP: win_per_trial <= 0
740,91,-2,,,SKIP: win_per_trial <= 0
740,96,-1,,,SKIP: win_per_trial <= 0
760,1,-259,,,SKIP: win_per_trial <= 0
760,6,-42,,,SKIP: win_per_trial <= 0
760,11,-23,,,SKIP: win_per_trial <= 0
760,16,-15,,,SKIP: win_per_trial <= 0
760,21,-12,,,SKIP: win_per_trial <= 0
760,26,-9,,,SKIP: win_per_trial <= 0
760,31,-7,,,SKIP: win_per_trial <= 0
760,36,-7,,,SKIP: win_per_trial <= 0
760,41,-5,,,SKIP: win_per_trial <= 0
760,46,-5,,,SKIP: win_per_trial <= 0
760,51,-4,,,SKIP: win_per_trial <= 0
760,56,-4,,,SKIP: win_per_trial <= 0
760,61,-3,,,SKIP: win_per_trial <= 0
760,66,-3,,,SKIP: win_per_trial <= 0
760,71,-2,,,SKIP: win_per_trial <= 0
760,76,-3,,,SKIP: win_per_trial <= 0
760,81,-2,,,SKIP: win_per_trial <= 0
760,86,-2,,,SKIP: win_per_trial <= 0
760,91,-2,,,SKIP: win_per_trial <= 0
760,96,-1,,,SKIP: win_per_trial <= 0
780,1,-279,,,SKIP: win_per_trial <= 0
780,6,-46,,,SKIP: win_per_trial <= 0
780,11,-24,,,SKIP: win_per_trial <= 0
780,16,-16,,,SKIP: win_per_trial <= 0
780,21,-13,,,SKIP: win_per_trial <= 0
780,26,-10,,,SKIP: win_per_trial <= 0
780,31,-8,,,SKIP: win_per_trial <= 0
780,36,-7,,,SKIP: win_per_trial <= 0
780,41,-6,,,SKIP: win_per_trial <= 0
780,46,-5,,,SKIP: win_per_trial <= 0
780,51,-5,,,SKIP: win_per_trial <= 0
780,56,-4,,,SKIP: win_per_trial <= 0
780,61,-3,,,SKIP: win_per_trial <= 0
780,66,-3,,,SKIP: win_per_trial <= 0
780,71,-2,,,SKIP: win_per_trial <= 0
780,76,-3,,,SKIP: win_per_trial <= 0
780,81,-2,,,SKIP: win_per_trial <= 0
780,86,-3,,,SKIP: win_per_trial <= 0
780,91,-2,,,SKIP: win_per_trial <= 0
780,96,-2,,,SKIP: win_per_trial <= 0
800,1,-299,,,SKIP: win_per_trial <= 0
800,6,-49,,,SKIP: win_per_trial <= 0
800,11,-26,,,SKIP: win_per_trial <= 0
800,16,-18,,,SKIP: win_per_trial <= 0
800,21,-14,,,SKIP: win_per_trial <= 0
800,26,-10,,,SKIP: win_per_trial <= 0
800,31,-8,,,SKIP: win_per_trial <= 0
800,36,-8,,,SKIP: win_per_trial <= 0
800,41,-6,,,SKIP: win_per_trial <= 0
800,46,-6,,,SKIP: win_per_trial <= 0
800,51,-5,,,SKIP: win_per_trial <= 0
800,56,-5,,,SKIP: win_per_trial <= 0
800,61,-4,,,SKIP: win_per_trial <= 0
800,66,-4,,,SKIP: win_per_trial <= 0
800,71,-3,,,SKIP: win_per_trial <= 0
800,76,-3,,,SKIP: win_per_trial <= 0
800,81,-2,,,SKIP: win_per_trial <= 0
800,86,-3,,,SKIP: win_per_trial <= 0
800,91,-2,,,SKIP: win_per_trial <= 0
800,96,-2,,,SKIP: win_per_trial <= 0
